00.00; 30.2600;
00.10; 31.4029;
00.25; 30.9794;
00.50; 34.6832;
00.75; 43.1528;
01.00; 46.5926;
01.50; 50.7489;
02.00; 58.0794;
03.00; 70.6500;
04.00; 81.7131;
10.00; 100.0000;
20.00; 100.0000;
40.00; 100.0000;
