 0; 	  48.0896; 	    267; 	  0.2; 	"";
 1; 	  63.0545; 	    208; 	  0.2; 	"";
 3; 	  64.1134; 	    177; 	  0.2; 	"";
 4; 	  68.2179; 	    139; 	  0.1; 	"";
 5; 	  72.0155; 	    258; 	  0.2; 	"";
 6; 	  77.0381; 	   9216; 	  7.9; 	"";
 7; 	  77.1231; 	   1789; 	  1.5; 	"";
 8; 	  78.0595; 	    539; 	  0.5; 	"";
 9; 	  79.0530; 	    701; 	  0.6; 	"";
10; 	  79.1407; 	    237; 	  0.2; 	"";
11; 	  88.6928; 	    118; 	  0.1; 	"";
12; 	  92.0283; 	   2975; 	  2.6; 	"";
16; 	 107.0482; 	  39063; 	 33.5; 	"107.05";
17; 	 108.0421; 	   1802; 	  1.5; 	"";
18; 	 112.0942; 	    584; 	  0.5; 	"";
19; 	 117.5236; 	    269; 	  0.2; 	"";
20; 	 121.0505; 	    122; 	  0.1; 	"";
21; 	 121.3646; 	    250; 	  0.2; 	"";
22; 	 123.0418; 	   6052; 	  5.2; 	"";
23; 	 124.0429; 	    138; 	  0.1; 	"";
24; 	 130.7026; 	    218; 	  0.2; 	"";
25; 	 134.2882; 	    285; 	  0.2; 	"";
26; 	 135.0553; 	  79048; 	 67.8; 	"135.06";
27; 	 136.0573; 	   4696; 	  4.0; 	"";
28; 	 146.8841; 	    144; 	  0.1; 	"";
30; 	 177.9011; 	    284; 	  0.2; 	"";
31; 	 180.0873; 	    273; 	  0.2; 	"";
32; 	 228.1012; 	   1586; 	  1.4; 	"";
34; 	 283.1133; 	    593; 	  0.5; 	"";
35; 	 308.1946; 	    120; 	  0.1; 	"";
36; 	 309.1869; 	   1221; 	  1.0; 	"";
37; 	 334.1555; 	    385; 	  0.3; 	"";
38; 	 347.1380; 	   3117; 	  2.7; 	"";
39; 	 348.1354; 	    695; 	  0.6; 	"";
40; 	 349.1551; 	   2653; 	  2.3; 	"";
41; 	 350.1501; 	    275; 	  0.2; 	"";
42; 	 389.1704; 	    119; 	  0.1; 	"";
43; 	 394.1214; 	    497; 	  0.4; 	"";
44; 	 417.1644; 	   7613; 	  6.5; 	"";
45; 	 418.1783; 	   1856; 	  1.6; 	"";
46; 	 419.0595; 	 116628; 	100.0; 	"419.06";
47; 	 420.0634; 	  22445; 	 19.2; 	"420.06";
48; 	 421.0489; 	   7129; 	  6.1; 	"";
49; 	 436.9804; 	    229; 	  0.2; 	"";
50; 	 445.0723; 	    267; 	  0.2; 	"";
51; 	 447.6267; 	    222; 	  0.2; 	"";
52; 	 450.9443; 	    119; 	  0.1; 	"";
53; 	 453.1817; 	   1271; 	  1.1; 	"";
54; 	 454.1853; 	    458; 	  0.4; 	"";
55; 	 455.1968; 	   4435; 	  3.8; 	"";
56; 	 456.1964; 	   1191; 	  1.0; 	"";
57; 	 457.2029; 	    202; 	  0.2; 	"";
58; 	 464.0400; 	    544; 	  0.5; 	"";
59; 	 484.2081; 	    167; 	  0.1; 	"";
60; 	 493.4432; 	    146; 	  0.1; 	"";
61; 	 507.2008; 	    354; 	  0.3; 	"";
62; 	 509.5937; 	    269; 	  0.2; 	"";
64; 	 523.2137; 	    206; 	  0.2; 	"";
65; 	 524.2147; 	    212; 	  0.2; 	"";
66; 	 526.1380; 	    263; 	  0.2; 	"";
67; 	 536.1914; 	    143; 	  0.1; 	"";
68; 	 545.1693; 	    125; 	  0.1; 	"";
69; 	 559.2255; 	    467; 	  0.4; 	"";
70; 	 560.1961; 	    244; 	  0.2; 	"";
71; 	 561.2423; 	   1889; 	  1.6; 	"";
72; 	 562.2483; 	    633; 	  0.5; 	"";
73; 	 589.2363; 	    158; 	  0.1; 	"";
74; 	 590.2657; 	    587; 	  0.5; 	"";
75; 	 594.0818; 	    126; 	  0.1; 	"";
77; 	 631.2309; 	    182; 	  0.2; 	"";
79; 	 667.2922; 	    474; 	  0.4; 	"";
80; 	 703.0641; 	  22493; 	 19.3; 	"703.06";
81; 	 704.0750; 	   6323; 	  5.4; 	"";
82; 	 705.0422; 	   2325; 	  2.0; 	"";
83; 	 706.0925; 	    153; 	  0.1; 	"";
86; 	 748.1110; 	    216; 	  0.2; 	"";
87; 	 750.8910; 	    199; 	  0.2; 	"";
89; 	 771.0584; 	    131; 	  0.1; 	"";
94; 	 811.7424; 	    334; 	  0.3; 	"";
98; 	 875.0157; 	   3153; 	  2.7; 	"";
99; 	 875.9929; 	    227; 	  0.2; 	"";
100; 	 877.0120; 	    292; 	  0.3; 	"";
101; 	 893.4466; 	    141; 	  0.1; 	"";
102; 	 919.9907; 	    130; 	  0.1; 	"";
103; 	 921.1851; 	    359; 	  0.3; 	"";
106; 	 987.0727; 	  94173; 	 80.7; 	"987.07";
107; 	 988.0768; 	  32621; 	 28.0; 	"988.08";
108; 	 989.0701; 	  17379; 	 14.9; 	"989.07";
109; 	 990.0748; 	   5402; 	  4.6; 	"";
110; 	 991.1063; 	    861; 	  0.7; 	"";
111; 	 997.7690; 	    281; 	  0.2; 	"";
112; 	1024.9801; 	    223; 	  0.2; 	"";
114; 	1032.0863; 	   6914; 	  5.9; 	"";
115; 	1034.0659; 	    502; 	  0.4; 	"";
116; 	1040.9002; 	    147; 	  0.1; 	"";
118; 	1054.7635; 	    237; 	  0.2; 	"";
119; 	1154.0435; 	   6259; 	  5.4; 	"";
120; 	1156.0613; 	   1128; 	  1.0; 	"";
121; 	1158.9808; 	  10865; 	  9.3; 	"";
122; 	1160.9872; 	   2180; 	  1.9; 	"";
123; 	1174.9571; 	    296; 	  0.3; 	"";
124; 	1185.5138; 	    264; 	  0.2; 	"";
125; 	1199.0215; 	    307; 	  0.3; 	"";
126; 	1203.9731; 	   1094; 	  0.9; 	"";
127; 	1205.9896; 	    346; 	  0.3; 	"";
128; 	1220.2379; 	    211; 	  0.2; 	"";
129; 	1258.6421; 	    276; 	  0.2; 	"";
130; 	1271.0875; 	  54904; 	 47.1; 	"1271.09";
131; 	1273.0707; 	  14272; 	 12.2; 	"1273.07";
132; 	1275.0757; 	    711; 	  0.6; 	"";
135; 	1316.1048; 	   3593; 	  3.1; 	"";
136; 	1318.0797; 	    407; 	  0.3; 	"";
139; 	1326.0268; 	    134; 	  0.1; 	"";
141; 	1330.9761; 	    606; 	  0.5; 	"";
142; 	1332.9572; 	    117; 	  0.1; 	"";
143; 	1361.2545; 	    117; 	  0.1; 	"";
145; 	1409.7791; 	    262; 	  0.2; 	"";
146; 	1438.9804; 	    954; 	  0.8; 	"";
147; 	1443.0284; 	    527; 	  0.5; 	"";
149; 	1511.0102; 	    119; 	  0.1; 	"";
151; 	1542.8938; 	    137; 	  0.1; 	"";
152; 	1553.5411; 	   1399; 	  1.2; 	"";
153; 	1555.1056; 	  36505; 	 31.3; 	"1555.11";
154; 	1557.0930; 	  10986; 	  9.4; 	"";
155; 	1559.1261; 	    611; 	  0.5; 	"";
157; 	1598.4940; 	    143; 	  0.1; 	"";
158; 	1600.1053; 	   1128; 	  1.0; 	"";
160; 	1705.0669; 	    217; 	  0.2; 	"";
162; 	1837.1771; 	    146; 	  0.1; 	"";
163; 	1839.0678; 	   4199; 	  3.6; 	"";
164; 	1841.1413; 	    426; 	  0.4; 	"";
165; 	1874.4382; 	    267; 	  0.2; 	"";
