158; 	 404.7597; 	    107; 	  0.2; 	"";
159; 	 405.7754; 	    505; 	  0.8; 	"";
160; 	 407.9900; 	    126; 	  0.2; 	"";
161; 	 430.8352; 	    258; 	  0.4; 	"";
162; 	 436.4600; 	    216; 	  0.3; 	"";
163; 	 448.9112; 	    266; 	  0.4; 	"";
164; 	 458.7743; 	  32222; 	 49.8; 	"458.77";
165; 	 459.6628; 	   4625; 	  7.1; 	"";
166; 	 460.7724; 	  64741; 	100.0; 	"460.77";
167; 	 461.6715; 	  10256; 	 15.8; 	"461.67";
168; 	 462.7571; 	  33554; 	 51.8; 	"462.76";
169; 	 463.6672; 	   5112; 	  7.9; 	"";
170; 	 464.6939; 	    975; 	  1.5; 	"";
171; 	 465.6553; 	    120; 	  0.2; 	"";
172; 	 480.8772; 	    203; 	  0.3; 	"";
173; 	 481.6430; 	    123; 	  0.2; 	"";
174; 	 487.2253; 	    257; 	  0.4; 	"";
175; 	 490.6479; 	    450; 	  0.7; 	"";
176; 	 492.7244; 	   2208; 	  3.4; 	"";
177; 	 493.6298; 	    105; 	  0.2; 	"";
178; 	 494.7494; 	   2295; 	  3.5; 	"";
179; 	 496.7438; 	    635; 	  1.0; 	"";
180; 	 505.9791; 	    132; 	  0.2; 	"";
181; 	 510.4272; 	    122; 	  0.2; 	"";
182; 	 514.7581; 	   5817; 	  9.0; 	"";
183; 	 515.6732; 	    247; 	  0.4; 	"";
184; 	 516.7484; 	  12809; 	 19.8; 	"516.75";
185; 	 517.6345; 	    827; 	  1.3; 	"";
186; 	 518.7512; 	   5931; 	  9.2; 	"";
187; 	 520.7466; 	    129; 	  0.2; 	"";
188; 	 530.6071; 	    115; 	  0.2; 	"";
189; 	 533.6291; 	    901; 	  1.4; 	"";
190; 	 534.6518; 	    125; 	  0.2; 	"";
191; 	 535.6298; 	   1398; 	  2.2; 	"";
192; 	 536.7683; 	    102; 	  0.2; 	"";
193; 	 537.6204; 	    670; 	  1.0; 	"";
194; 	 538.7565; 	    100; 	  0.2; 	"";
195; 	 544.5260; 	    432; 	  0.7; 	"";
196; 	 546.5603; 	   2651; 	  4.1; 	"";
197; 	 547.4783; 	    237; 	  0.4; 	"";
198; 	 548.5627; 	   3007; 	  4.6; 	"";
199; 	 550.5763; 	    252; 	  0.4; 	"";
200; 	 554.7931; 	    104; 	  0.2; 	"";
201; 	 583.3162; 	    280; 	  0.4; 	"";
202; 	 584.3687; 	    104; 	  0.2; 	"";
203; 	 590.5228; 	    412; 	  0.6; 	"";
204; 	 612.6203; 	    117; 	  0.2; 	"";
205; 	 614.4871; 	   1786; 	  2.8; 	"";
206; 	 615.4226; 	    107; 	  0.2; 	"";
207; 	 616.6283; 	   1318; 	  2.0; 	"";
208; 	 617.6019; 	    134; 	  0.2; 	"";
209; 	 618.3788; 	    496; 	  0.8; 	"";
210; 	 640.4322; 	    125; 	  0.2; 	"";
211; 	 642.4503; 	   1070; 	  1.7; 	"";
212; 	 644.6315; 	    874; 	  1.3; 	"";
213; 	 645.3980; 	    118; 	  0.2; 	"";
214; 	 646.3723; 	    824; 	  1.3; 	"";
215; 	 648.3723; 	    220; 	  0.3; 	"";
216; 	 649.3536; 	    127; 	  0.2; 	"";
217; 	 650.3425; 	    220; 	  0.3; 	"";
218; 	 658.8321; 	    145; 	  0.2; 	"";
219; 	 702.9636; 	    161; 	  0.2; 	"";
220; 	 748.1195; 	    266; 	  0.4; 	"";
221; 	 767.4617; 	    266; 	  0.4; 	"";
222; 	 833.2443; 	    114; 	  0.2; 	"";
223; 	 848.8372; 	    182; 	  0.3; 	"";
224; 	 850.8087; 	    335; 	  0.5; 	"";
225; 	 914.5509; 	    130; 	  0.2; 	"";
226; 	 921.3109; 	    128; 	  0.2; 	"";
227; 	 935.4915; 	    108; 	  0.2; 	"";
228; 	 940.3419; 	    156; 	  0.2; 	"";
229; 	1001.1312; 	    257; 	  0.4; 	"";
230; 	1131.3613; 	    144; 	  0.2; 	"";
231; 	1150.1015; 	    273; 	  0.4; 	"";
232; 	1201.4389; 	    109; 	  0.2; 	"";
233; 	1213.5739; 	    263; 	  0.4; 	"";
234; 	1237.4212; 	    152; 	  0.2; 	"";
235; 	1294.9404; 	    137; 	  0.2; 	"";
236; 	1487.1131; 	    209; 	  0.3; 	"";
